['RAIA','RAIA',																																						]	
['ano',2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009]
['AtivoTotal',13543969,12075866,7181702,6354767,5572454,4636460,4049289,3614093,3340186,2596652,922285,730954]
['AtivoCirculante',6695857,5518934,4316297,3825154,3350002,2637016,2243931,1903575,1693864,770563,666448,550086]
['AtivoNãoCirculante',6848112,6556932,2865405,2529613,2222452,1999444,1805358,1710518,1646322,1826089,255837,180868]
['PassivoTotal',13543969,12075866,7181702,6354767,5572454,4636460,4049289,3614093,3340186,2596652,922285,730954]
['PassivoCirculante',4583196,3941458,2776886,2415001,2127912,1614754,1275050,1020004,863276,324547,287654,291996]
['PassivoNãoCirculante',4597647,4109395,904959,717253,534755,387897,317302,267106,212251,70931,36014,27354]
['PatrimônioLíquido',4363126,4025013,3499857,3222513,2909787,2633809,2456937,2326983,2264659,2201174,598617,411604]
['ALPER','BRINSURANCE']
['ano',2020,2019,2018,2017,2016,2015,2014,2013,2012,2011]
['AtivoNãoCirculante',1535429,1916236,1928407,1721361,1388743,2391115,2179603,2178989,2237105,1667528,1405114,513670]
['PassivoTotal',1558026,2091462,2213381,1812428,1498527,2504716,2243665,2389158,2700982,1901726,1801758,631509]
['PassivoCirculante',327883,1446298,218161,428648,106873,61314,512960,316933,593183,16989,17778,12865]
['PassivoNãoCirculante',1173962,189813,1354901,725157,891690,860927,336,255,223,2677,2777,'N/D']
['PatrimônioLíquido',56181,455351,640319,658623,499964,1582475,1730369,2071970,2107576,1882060,1781203,618644]
['OSX','OSXB3']
['ano',2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009]
['AtivoTotal',169420,166488,159929,133490,128129,137123,720950,2337856,3279301,2645740,2482732,38230]
['AtivoCirculante',488,1377,1311,492,691,1390,1045,1768,324070,132947,1818600,6212]
['AtivoNãoCirculante',168932,165111,158618,132998,127438,135733,719905,2336088,2955231,2512793,664132,32018]
['PassivoTotal',169420,166488,159929,133490,128129,137123,720950,2337856,3279301,2645740,2482732,38230]
['PassivoCirculante',358467,341225,325435,302183,286233,280862,185433,101372,26875,18459,93816,9856]
['PassivoNãoCirculante',5259684,4400455,3841688,3409658,2895325,2057930,2153859,24946,'N/D','N/D',206,'N/D']
['PatrimônioLíquido',-5448731,-4575192,-4007194,-3578351,-3053429,-2201669,-1618342,2211538,3252426,2627281,2388710,28374]
['BRPROPERTIES','BRPR3']
['ano',2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009]
['AtivoTotal',10617928,9878083,10420502,9427947,8675844,7543254,8873766,11192940,10598975,4274509,3186455,1224511]
['AtivoCirculante',1338463,1390618,1639892,1152277,1031889,833602,565062,827280,448817,815934,105739,159002]
['AtivoNãoCirculante',9279465,8487465,8780610,8275670,7643955,6709652,8308704,10365660,10150158,3458575,3080716,1065509]
['PassivoTotal',10617928,9878083,10420502,9427947,8675844,7543254,8873766,11192940,10598975,4274509,3186455,1224511]
['PassivoCirculante',357788,282000,1124074,657831,559177,618398,286274,720498,440414,89330,183600,38971]
['PassivoNãoCirculante',2980537,2392010,3426062,2894026,3387524,2284770,2582376,2822001,2214869,492446,293385,'N/D']
['PatrimônioLíquido',7279603,7204073,5870366,5876090,4729143,4640086,6005116,7650441,7943692,3692733,2709470,1185540]
['AREZZO','ARZZ3']
['ano',2020,2019,2018,2017,2016,2015,2014,2013,2012,2011]
['AtivoTotal',2355157,1093447,977519,1032957,835206,822896,746704,636236,568669,485642]
['AtivoCirculante',850035,628975,574629,640370,509572,513210,501203,431665,422829,371662]
['AtivoNãoCirculante',1505122,464472,402890,392587,325634,309686,245501,204571,145840,113980]
['PassivoTotal',2355157,1093447,977519,1032957,835206,822896,746704,636236,568669,485642]
['PassivoCirculante',600230,268138,173498,268202,110878,138837,122517,89265,83949,76904]
['PassivoNãoCirculante',406330,79238,92679,99795,54629,66154,47894,32429,30821,24691]
['PatrimônioLíquido',1348597,746071,711342,664960,669699,617905,576293,514542,453899,384047]
['ENAT3','QGEP']
['ano',2020,2019,2018,2017,2016,2015,2014,2013,2012,2011]
['AtivoTotal',2768873,2891470,3199890,3139020,2779802,2689350,2590148,2441681,2227976,2176019]
['AtivoCirculante',19616,100143,38539,231315,2767,3222,6200,4608,3200,5521]
['AtivoNãoCirculante',2749257,2791327,3161351,2907705,2777035,2686128,2583948,2437073,2224776,2170498]
['PassivoTotal',2768873,2891470,3199890,3139020,2779802,2689350,2590148,2441681,2227976,2176019]
['PassivoCirculante',13393,14933,303,28912,155,185,145,217,179,256]
['PassivoNãoCirculante',1060669,518304,518304,512390,'N/D','N/D','N/D','N/D','N/D','N/D']
['PatrimônioLíquido',2755480,2876537,3199587,3110108,2779647,2689165,2590003,2441464,2227797,2175763]
['IMCHOLDINGS','MEAL3']
['ano',2020,2019,2018,2017,2016,2015,2014,2013,2012,2011]
['AtivoTotal',1839592,1680576,1291728,1150248,1150248,1394754,1097432,388745,249096,226004]
['AtivoCirculante',299669,181709,168435,45260,45260,526230,48801,67768,31112,17371]
['AtivoNãoCirculante',1539923,1498867,1123293,1104988,1104988,868524,1048631,320977,217984,208633]
['PassivoTotal',1839592,1680576,1291728,1150248,1150248,1394754,1097432,388745,249096,226004]
['PassivoCirculante',59307,48050,181327,39781,39781,48947,61872,51398,45093,37470]
['PassivoNãoCirculante',598885,487420,95183,114165,114165,153678,124488,179659,69241,82216]
['PatrimônioLíquido',1181400,1145106,1015218,996302,996302,1192129,911072,157688,134762,106318]
['TIMEFORFUN','SHOW3']
['ano',2020,2019,2018,2017,2016,2015,2014,2013,2012,2011]
['AtivoTotal',566032,614258,625617,612258,504860,669967,423391,545361,543829,629871]
['AtivoCirculante',207317,275316,299734,302136,181874,291481,116308,210739,204187,315076]
['AtivoNãoCirculante',358715,338942,325883,310122,322986,378486,307083,334622,339642,314795]
['PassivoTotal',566032,614258,625617,612258,504860,669967,423391,545361,543829,629871]
['PassivoCirculante',197000,209961,150892,249228,165507,308577,132196,181119,123256,179588]
['PassivoNãoCirculante',176623,126830,145556,39507,53880,92022,42237,39131,76973,115106]
['PatrimônioLíquido',192409,277467,329169,323523,285473,269368,248958,325111,343600,335177]
['MAGAZINELUIZA','MGLU3']
['ano',2020,2019,2018,2017,2016,2015,2014,2013,2012,2011]
['AtivoTotal',22296830,18611817,8730333,7379589,6068499,5471017,5218334,4684316,4102976,2916829]
['AtivoCirculante',14799483,12157015,6312813,5193058,3868311,3319459,3365369,2900243,2405726,1876996]
['AtivoNãoCirculante',7497347,6454802,2417520,2186531,2200188,2151558,1852965,1784073,1697250,1039833]
['PassivoTotal',22296830,18611817,8730333,7379589,6068499,5471017,5218334,4684316,4102976,2916829]
['PassivoCirculante',11512179,7203042,5335635,4102433,3651944,2859611,2820630,2518982,2005241,1477192]
['PassivoNãoCirculante',3459364,3843838,1091826,1203179,1794969,2035750,1729793,1470723,1481743,818692]
['PatrimônioLíquido',7325287,7564937,2302872,2073977,621586,575656,667911,694611,615992,620945]
['QUALICORP','QUAL3']
['ano',2020,2019,2018,2017,2016,2015,2014,2013,2012,2011]
['AtivoTotal',3022528,2548989,2338401,2375337,2098598,2401202,2723814,2010837,1999157,1946252]
['AtivoCirculante',201457,222817,13339,42134,62047,72970,62628,35045,19240,137752]
['AtivoNãoCirculante',2821071,2326172,2325062,2333203,2036551,2328232,2661186,1975792,1979917,1808500]
['PassivoTotal',3022528,2548989,2338401,2375337,2098598,2401202,2723814,2010837,1999157,1946252]
['PassivoCirculante',235439,103532,1099,8442,18247,85732,55165,1184,1958,2280]
['PassivoNãoCirculante',1103766,1037235,1037235,1063880,16841,325620,314151,178,169,'N/D']
['PatrimônioLíquido',1683323,1408222,2337302,2366895,2063510,1989850,2354498,2009475,1997030,1943972]
['TECHNOS','TEC3']
['ano',2020,2019,2018,2017,2016,2015,2014,2013,2012,2011]
['AtivoTotal',316600,344588,465723,453861,463837,466558,476930,447823,420308,391126]
['AtivoCirculante',1430,3427,6928,8405,9005,11737,21126,17959,20277,54568]
['AtivoNãoCirculante',315170,341161,458795,445456,454832,454821,455804,429864,400031,336558]
['PassivoTotal',316600,344588,465723,453861,463837,466558,476930,447823,420308,391126]
['PassivoCirculante',305,103,35,76,64,3852,15048,5402,12524,24312]
['PassivoNãoCirculante',215838,189663,189663,146059,5,3810,'N/D','N/D','N/D','N/D']
['PatrimônioLíquido',316295,344485,465688,453785,463773,462706,461882,442421,407784,366814]
['LOCAMERICA','LCAM3']
['ano',2020,2019,2018,2017,2016,2015,2014,2013,2012,2011]
['AtivoTotal',9537309,6510027,5576211,1930851,1329217,1547721,1367289,1175099,1180226,923659]
['AtivoCirculante',2509340,1768343,2127453,594624,383818,529277,447330,416598,404181,220360]
['AtivoNãoCirculante',7027969,4741684,3448758,1336227,945399,1018444,919959,758501,776045,703299]
['PassivoTotal',9537309,6510027,5576211,1930851,1329217,1547721,1367289,1175099,1180226,923659]
['PassivoCirculante',1541624,674005,853681,515740,299177,499959,195257,182536,201025,278500]
['PassivoNãoCirculante',3809397,1931611,2156984,931830,729147,722166,864086,688367,677406,486243]
['PatrimônioLíquido',4186288,3904411,2565546,483281,300893,325596,307946,304196,301795,158916]
['BTGPACTUAL','BPAC3']
['ano',2020,2019,2018,2017,2016,2015,2014,2013,2012,2011]
['AtivoTotal',253266798,176028934,160744461,155138971,137489919,163943419,152774811,114825435,86720231,58252723]
['AtivoCirculante',156126431,132382974,106697359,101473672,83767434,102219796,113696343,88847217,72857865,47648957]
['AtivoNãoCirculante',97140367,43645960,54047102,53665299,53722485,61723623,39078468,25978218,13862366,10603766]
['PassivoTotal',253266798,176028934,160744461,155138971,137489919,163943419,152774811,114825435,86720231,58252723]
['PassivoCirculante','N/D','N/D','N/D','N/D','N/D','N/D','N/D','N/D','N/D','N/D']
['PassivoNãoCirculante','N/D','N/D','N/D','N/D','N/D','N/D','N/D','N/D','N/D','N/D']
['PatrimônioLíquido',26680655,21316738,18790467,18469227,17672754,19658799,14678862,12074449,10068496,6343965]
['UNICASA','UCAS3']
['ano',2020,2019,2018,2017,2016,2015,2014,2013,2012,2011]
['AtivoTotal',203277,226224,214208,211401,226854,256798,258020,249997,274219,258201]
['AtivoCirculante',104251,121805,96592,81607,84558,104730,105099,111428,136105,125946]
['AtivoNãoCirculante',99026,104419,117616,129794,142296,152068,152921,138569,138114,132255]
['PassivoTotal',203277,226224,214208,211401,226854,256798,258020,249997,274219,258201]
['PassivoCirculante',38262,57169,31473,33483,39092,51662,59013,39538,46367,53301]
['PassivoNãoCirculante',9067,9013,11469,10046,13533,6643,6118,5156,5722,9161]
['PatrimônioLíquido',155948,160042,171266,167872,174229,198493,192889,205303,222130,195739]
['SENIORSOL','SQIA3']
['ano',2020,2019,2018,2017,2016,2015]
['AtivoTotal',544671,557699,126722,126631,124893,88002]
['AtivoCirculante',307900,366221,9599,16489,14206,47028]
['AtivoNãoCirculante',236771,191478,117123,110142,110687,40974]
['PassivoTotal',544671,557699,126722,126631,124893,88002]
['PassivoCirculante',46875,37340,18579,20531,15536,6675]
['PassivoNãoCirculante',62268,88898,22793,30492,39108,15245]
['PatrimônioLíquido',435528,431461,85350,75608,70249,66082]
['ALUPAR','ALUP3']
['ano',2020,2019,2018,2017,2016,2015,2014,2013]
['AtivoTotal',6852803,6260039,5211511,4826667,3938480,3501745,3278741,3399639]
['AtivoCirculante',1221435,1475760,984044,1141355,603899,298851,453833,711736]
['AtivoNãoCirculante',5631368,4784279,4227467,3685312,3334581,3202894,2824908,2687903]
['PassivoTotal',6852803,6260039,5211511,4826667,3938480,3501745,3278741,3399639]
['PassivoCirculante',449186,447314,221389,282431,324323,160130,327800,275776]
['PassivoNãoCirculante',653499,810536,662074,660306,714975,831538,497631,557621]
['PatrimônioLíquido',5750118,5002189,4328048,3883930,2899182,2510077,2453310,2566242]
['BBSEGURIDADE','BBSE3']
['ano',2020,2019,2018,2017,2016,2015,2014,2013]
['AtivoTotal',7347012,11748718,10892930,10801972,9969494,9231340,8395890,7289465]
['AtivoCirculante',1279341,6257083,4949889,2832935,1991391,2028069,1735804,1265436]
['AtivoNãoCirculante',6067671,5491635,5943041,7969037,7978103,7203271,6660086,6024029]
['PassivoTotal',7347012,11748718,10892930,10801972,9969494,9231340,8395890,7289465]
['PassivoCirculante',957301,6499861,4062545,1903502,1680429,1650572,471906,348192]
['PassivoNãoCirculante',106,103,103,103,1680429,1650572,'N/D','N/D']
['PatrimônioLíquido',6389605,5248754,6830385,8898470,8289065,7580768,7923984,6941273]
['CPFLRENOVAV','CPFE3']
['ano',2020,2019,2018,2017,2016,2015,2014,2013]
['AtivoTotal',10657129,8662437,8776418,8025437,7589008,6645322,6547703,5224611]
['AtivoCirculante',673684,371740,527605,530346,499401,142297,429159,269587]
['AtivoNãoCirculante',9983445,8290697,8248813,7495091,7089607,6503025,6118544,4955024]
['PassivoTotal',10657129,8662437,8776418,8025437,7589008,6645322,6547703,5224611]
['PassivoCirculante',2811185,1063862,917134,1219326,1399886,783730,745688,320195]
['PassivoNãoCirculante',1981541,3054143,3711490,2773663,1864534,1685529,1571518,1340055]
['PatrimônioLíquido',5864403,4544432,4147794,4032448,4324588,4176063,4230497,3564361]
['ANIMA','ANIM3']
['ano',2020,2019,2018,2017,2016,2015,2014,2013]
['AtivoTotal',3186079,1417433,1084170,1001298,1007660,982255,710583,620603]
['AtivoCirculante',1396903,240177,176297,95193,173706,234880,101894,397897]
['AtivoNãoCirculante',1789176,1177256,907873,906105,833954,747375,608689,222706]
['PassivoTotal',3186079,1417433,1084170,1001298,1007660,982255,710583,620603]
['PassivoCirculante',157945,127719,97980,79297,129997,135989,67226,32921]
['PassivoNãoCirculante',522616,599279,320941,225560,241971,204148,47055,104420]
['PatrimônioLíquido',2505518,690435,665249,696441,635692,642118,596302,483262]
['SEREDUCA','SEER']
['ano',2020,2019,2018,2017,2016,2015,2014,2013]
['AtivoTotal',2370899,1877007,2025112,2105702,1551245,1363515,977310,818502]
['AtivoCirculante',627205,263316,895345,1011152,498805,366972,202389,356938]
['AtivoNãoCirculante',1743694,1613691,1129767,1094550,1052440,996543,774921,461564]
['PassivoTotal',2370899,1877007,2025112,2105702,1551245,1363515,977310,818502]
['PassivoCirculante',317296,191958,250333,176466,210146,123343,126747,124490]
['PassivoNãoCirculante',627116,376561,304236,420846,390699,482939,223911,242646]
['PatrimônioLíquido',1426487,1308488,1470543,1508390,950400,757233,626652,451366]
['CVCBRASIL','CVCB']
['ano',2020,2019,2018,2017,2016,2015,2014,2013]
['AtivoTotal',4281433,5583848,5583848,3744660,2995209,2573296,2288511,2066845]
['AtivoCirculante',2236068,3854525,3854525,2955860,2384876,2015923,1983924,1733400]
['AtivoNãoCirculante',2045365,1729323,1729323,788800,610333,557373,304587,333445]
['PassivoTotal',4281433,5583848,5583848,3744660,2995209,2573296,2288511,2066845]
['PassivoCirculante',2542353,3688195,3688195,2192497,2116743,1694838,1810748,1633696]
['PassivoNãoCirculante',1693520,1124952,1124952,852377,251773,309154,18937,116868]
['PatrimônioLíquido',45560,770701,770701,699786,626693,569304,458826,316281]
['OUROFINO','OFSA3']
['ano',2020,2019,2018,2017,2016,2015,2014,2013]
['AtivoTotal',586134,504071,473422,415852,376544,397394,339946,'N/D']
['AtivoCirculante',35360,2862,7644,5708,636,6284,4517,'N/D']
['AtivoNãoCirculante',550774,501209,465778,410144,375908,391110,335429,'N/D']
['PassivoTotal',586134,504071,473422,415852,376544,397394,339946,'N/D']
['PassivoCirculante',25356,11624,17486,9973,210,17213,9877,'N/D']
['PassivoNãoCirculante',6,219204,219204,128074,61,'N/D','N/D','N/D']
['PatrimônioLíquido',560778,492447,455936,405879,376334,380181,330069,'N/D']
['ALLIAR','AALR3']
['ano',2020,2019,2018,2017,2016,2015]
['AtivoTotal',1989665,1879054,1828181,1845418,1797169,1379539]
['AtivoCirculante',149502,79674,64525,57064,172414,37686]
['AtivoNãoCirculante',1840163,1799380,1763656,1788354,1624755,1341853]
['PassivoTotal',1989665,1879054,1828181,1845418,1797169,1379539]
['PassivoCirculante',240123,176600,171545,112238,220939,96652]
['PassivoNãoCirculante',559005,420264,399690,513720,402630,566810]
['PatrimônioLíquido',1190537,1282190,1256946,1219460,1173600,716077]
['MOVIDA','MOVI3']
['ano',2020,2019,2018,2017]
['AtivoTotal',5249039,4910436,3184150,1855638]
['AtivoCirculante',946179,879134,568254,265785]
['AtivoNãoCirculante',4302860,4031302,2615896,1589853]
['PassivoTotal',5249039,4910436,3184150,1855638]
['PassivoCirculante',646150,637759,438375,42045]
['PassivoNãoCirculante',2244209,1971678,1086933,528753]
['PatrimônioLíquido',2358680,2300999,1658842,1284840]
['IHPARDINI','PARD3']
['ano',2020,2019,2018,2017]
['AtivoTotal',1898866,1568746,1203165,1113172]
['AtivoCirculante',750857,467345,461489,456427]
['AtivoNãoCirculante',1148009,1101401,741676,656745]
['PassivoTotal',1898866,1568746,1203165,1113172]
['PassivoCirculante',484162,304591,215714,223914]
['PassivoNãoCirculante',681324,568928,381830,352928]
['PatrimônioLíquido',733380,695227,605621,536330]
['AZUL¹','AZUL4']
['ano',2020,2019,2018,2017]
['AtivoTotal',1263221,2076354,2125090,1683917]
['AtivoCirculante',469648,22844,41349,22805]
['AtivoNãoCirculante',793573,2053510,2083741,1661112]
['PassivoTotal',1263221,2076354,2125090,1683917]
['PassivoCirculante',124124,28138,14962,5017]
['PassivoNãoCirculante',15287847,5567390,3260166,2069870]
['PatrimônioLíquido',-14148750,-3519174,-1150038,-390970]
['CARREFOURBR','CRFB3']
['ano',2020,2019,2018,2017]
['AtivoTotal',32156000,26395000,26395000,22927000]
['AtivoCirculante',8800000,8135000,8135000,6974000]
['AtivoNãoCirculante',23356000,18260000,18260000,15953000]
['PassivoTotal',32156000,26395000,26395000,22927000]
['PassivoCirculante',11033000,8402000,8402000,7491000]
['PassivoNãoCirculante',5414000,4489000,4489000,2403000]
['PatrimônioLíquido',15709000,13504000,13504000,13033000]
['IRBBRASILRE','IRBR3']
['ano',2020,2019,2018,2017]
['AtivoTotal',22748613,17393668,15907590,14293537]
['AtivoCirculante',15407587,10576317,10319694,8225369]
['AtivoNãoCirculante',7341026,6817351,5587896,6068168]
['PassivoTotal',22748613,17393668,15907590,14293537]
['PassivoCirculante',16695470,12272023,11195883,9681833]
['PassivoNãoCirculante',1638341,1176495,1080059,1030521]
['PatrimônioLíquido',4414802,3945150,3631648,3581183]
['OMEGAGER','OMGE3']
['ano',2020,2019,2018,2017]
['AtivoTotal',5025219,3821960,2096106,1786462]
['AtivoCirculante',585789,815006,159602,315927]
['AtivoNãoCirculante',4439430,3006954,1936504,1470535]
['PassivoTotal',5025219,3821960,2096106,1786462]
['PassivoCirculante',63954,31792,15720,26286]
['PassivoNãoCirculante',1228102,973656,253595,253595]
['PatrimônioLíquido',3733163,2816512,1826791,1760176]
['CAMIL','CAML3']
['ano',2020,2019,2018,2017]
['AtivoTotal',4397341,3816267,3317206,3287830]
['AtivoCirculante',1846757,1635650,1637347,1726558]
['AtivoNãoCirculante',2550584,2180617,1679859,1561272]
['PassivoTotal',4397341,3816267,3317206,3287830]
['PassivoCirculante',963933,655819,333572,1068668]
['PassivoNãoCirculante',1184036,991333,1162537,858439]
['PatrimônioLíquido',2249372,2169115,1821097,1360723]
['BKBRASIL','BKBR3']
['ano',2020,2019,2018,2017]
['AtivoTotal',3932729,3527999,2500794,2406242]
['AtivoCirculante',1119073,862317,796658,1337785]
['AtivoNãoCirculante',2813656,2665682,1704136,1068457]
['PassivoTotal',3932729,3527999,2500794,2406242]
['PassivoCirculante',564505,671506,598474,468770]
['PassivoNãoCirculante',1529765,1069864,185360,320278]
['PatrimônioLíquido',1838459,1786629,1716960,1617194]
['PETROBRASBR','BRDT3']
['ano',2020,2019,2018,2017]
['AtivoTotal',28109000,25531000,24906000,23225000]
['AtivoCirculante',13533000,12046000,12566000,10460000]
['AtivoNãoCirculante',14576000,13485000,12340000,12765000]
['PassivoTotal',28109000,25531000,24906000,23225000]
['PassivoCirculante',6967000,8556000,4543000,4355000]
['PassivoNãoCirculante',8935000,8209000,10677000,10044000]
['PatrimônioLíquido',12207000,8766000,9686000,8826000]
['INTERMEDICA','GNDI3']
['ano',2020,2019,2019,2018]
['AtivoTotal',7740672,6911784,6911784,2815376]
['AtivoCirculante',113538,137082,137082,379921]
['AtivoNãoCirculante',7627134,6774702,6774702,2435455]
['PassivoTotal',7740672,6911784,6911784,2815376]
['PassivoCirculante',177818,541388,541388,80762]
['PassivoNãoCirculante',464707,464707,464707,394549]
['PatrimônioLíquido',7098147,6370396,6370396,2340065]
['HAPVIDA','HAPV3']
['ano',2020,2019,2018,2017]
['AtivoTotal',10095127,9588322,3860840,1479096]
['AtivoCirculante',66647,148400,208973,30181]
['AtivoNãoCirculante',10028480,9439922,3651867,1448915]
['PassivoTotal',10095127,9588322,3860840,1479096]
['PassivoCirculante',228509,291279,223406,827293]
['PassivoNãoCirculante',2037406,2037440,34890,179924]
['PatrimônioLíquido',7829212,7259603,3602544,471879]
['INTERBANCO','BIDI11']
['ano',2020,2019,2018,2017]
['AtivoTotal',19766642,10062373,5640962,3580883]
['AtivoCirculante',9242928,6381122,3177662,1425346]
['AtivoNãoCirculante',10207562,3535383,2405913,2143919]
['PassivoTotal',19766642,10062373,5640962,3580883]
['PassivoCirculante',11080275,4869813,2883514,1630260]
['PassivoNãoCirculante',5383679,2986376,1798334,1567531]
['PatrimônioLíquido',26156,5167,10333,10334]
['CENTAURO','SBFG3']
['ano',2020,2019]
['AtivoTotal',2869710,1516566]
['AtivoCirculante',117164,36180]
['AtivoNãoCirculante',2752546,1480386]
